Book,hadithId,Matn,Sanad
صحيح البخاري,2460,  رضي ه   يقول :  إن أناسا كانوا يؤخذون بالوحي في عهد رسول ه   وإن الوحي قد انقطع  وإنما نأخذكم الآن بما ظهر لنا من أعمالكم  فمن أظهر لنا خيرا أمناه وقربناه وليس إلينا من سريرته شيء ه يحاسبه في سريرته  ومن أظهر لنا سوءا لم نأمنه ولم نصدقه  وإن  إن سريرته حسنة   .,"['الحكم بن نافع', 'شعيب', 'الزهري', 'حميد بن عبد الرحمن بن عوف', 'عبد ه بن عتبة', 'عمر بن الخطاب']"
صحيح البخاري,2461,  رضي ه    :  مر   بجنازة فأثنوا ها خيرا  ف : وجبت  ثم مر بأخرى فأثنوا ها شرا أو  غير ذلك  ف : وجبت  فقيل : يا رسول ه  قلت لهذا وجبت ولهذا وجبت   :  شهادة القوم المؤمنون شهداء ه في الأرض   .,"['سليمان بن حرب', 'حماد بن زيد', 'ثابت', 'أنس']"
صحيح البخاري,2462,  رضي ه   فمرت جنازة فأثني خيرا  ف عمر : وجبت  ثم مر بأخرى فأثني خير  ف : وجبت  ثم مر بالثالثة فأثني شرا  ف : وجبت  فقلت : وما وجبت : أتيت المدينة   : قلت كما  النبي   أيما مسلم شهد له أربعة بخير أدخله ه الجنة  قلنا : وثلاثة   : وثلاثة  قلت : واثنان   : واثنان  ثم لم نسأله عن الواحد   .,"['موسى بن إسماعيل', 'داود بن أبي الفرات', 'عبد ه بن بريدة', 'أبي الأسود', 'عمر']"
صحيح البخاري,2463,  رضي ه ا  ت :  استأذن  أفلح  فلم آذن له  ف : أتحتجبين مني وأنا عمك  فقلت : وكيف ذلك   : أرضعتك امرأة أخي بلبن أخي  فت : سألت عن ذلك رسول ه   ف : صدق أفلح  ائذني له   .,"['آدم', 'شعبة', 'الحكم', 'عراك بن مالك', 'عروة بن الزبير', 'عائشة']"
صحيح البخاري,2464,     :  النبي  في بنت حمزة :  لا تحل لي يحرم من الرضاع ما يحرم من النسب هي بنت أخي من الرضاعة   .,"['مسلم بن إبراهيم', 'همام', 'قتادة', 'جابر بن زيد', 'ابن عباس']"
صحيح البخاري,2465,  رضي ه ا زوج النبي  أخبرتها  أن رسول ه  كان عندها  وأنها سمعت صوت رجل يستأذن في بيت حفصة  ت عائشة : فقلت يا رسول ه  هذا رجل يستأذن في بيتك  ت : ف رسول ه  : أراه فلانا لعم حفصة من الرضاعة  فت عائشة : لو كان فلان حيا لعمها من الرضاعة دخل   ف رسول ه  : نعم   إن الرضاعة تحرم ما يحرم من الولادة   .,"['عبد ه بن يوسف', 'مالك', 'عبد ه بن أبي بكر', 'عمرة بنت عبد الرحمن', 'عائشة']"
صحيح البخاري,2466,  رضي ه ا  ت : دخل  النبي  وعندي رجل   : يا عائشة  من هذا  قلت : أخي من الرضاعة   : يا عائشة   انظرن من إخوانكن  فإنما الرضاعة من المجاعة   . تابعه ابن مهدي   عن سفيان  .,"['محمد بن كثير', 'ابن مهدي', 'سفيان', 'سفيان', 'أشعث بن أبي الشعثاء', 'أبيه', 'مسروق', 'عائشة']"
صحيح البخاري,2467,    أن امرأة سرقت في غزوة الفتح  فأتي بها رسول ه   ثم أمر بها فقطعت يدها  ت عائشة : فحسنت توبتها وتزوجت  وكانت تأتي بعد ذلك  فأرفع حاجتها إلى رسول ه    .,"['إسماعيل', 'ابن وهب', 'يونس', 'يث', 'يونس', 'ابن شهاب', 'عروة بن الزبير']"
صحيح البخاري,2468,  رضي ه   عن رسول ه    أنه أمر فيمن زنى  ولم يحصن بجلد مائة  وتغريب عام   .,"['يحيى بن بكير', 'يث', 'عقيل', 'ابن شهاب', 'عبيد ه بن عبد ه', 'زيد بن خالد']"
صحيح البخاري,2469,     : سألت أمي أبي بعض الموهبة لي من ماله  ثم بدا له فوهبها لي  فت : لا أرضى حتى تشهد النبي   فأخذ بيدي وأنا غلام  فأتى بي النبي   ف : إن أمه بنت رواحة سألتني بعض الموهبة لهذا   : ألك ولد سواه   : نعم   : فأراه   :  لا تشهدني على جور   . و أبو حريز  : عن الشعبي   لا أشهد على جور .,"['عبدان', 'أبو حريز', 'عبد ه', 'الشعبي', 'أبو حيان التيمي', 'الشعبي', 'النعمان بن بشير']"
صحيح البخاري,2470,     :  النبي  :  خيركم قرني  ثم الذين يلونهم  ثم الذين يلونهم .  عمران : لا أدري  أذكر النبي  بعد قرنين أو ثلاثة   النبي  :  إن بعدكم قوما يخونون ولا يؤتمنون  ويشهدون ولا يستشهدون  وينذرون ولا يفون  ويظهر فيهم السمن   .,"['آدم', 'شعبة', 'أبو جمرة', 'زهدم بن مضرب', 'عمران بن حصين']"
صحيح البخاري,2471,  رضي ه   عن النبي    :  خير الناس قرني  ثم الذين يلونهم  ثم الذين يلونهم  ثم يجيء أقوام تسبق شهادة أحدهم يمينه ويمينه شهادته   .  إبراهيم : وكانوا يضربوننا على الشهادة والعهد .,"['محمد بن كثير', 'سفيان', 'منصور', 'إبراهيم', 'عبيدة', 'عبد ه']"
صحيح البخاري,2472,  رضي ه    : سئل النبي  عن الكبائر   :  الإشراك به  وعقوق الوالدين  وقتل النفس  وشهادة الزور   . تابعه غندر   وأبو عامر   وبهز   وعبد الصمد   عن شعبة  .,"['غندر', 'عبد ه بن منير', 'وهب بن جرير', 'وأبو عامر', 'وعبد الملك بن إبراهيم', 'وبهز', 'وعبد الصمد', 'شعبة', 'عبيد ه بن أبي بكر بن أنس', 'شعبة', 'أنس']"
صحيح البخاري,2473,  رضي ه    :  النبي  :  ألا أنبئكم بأكبر الكبائر ثلاثا  وا : بلى يا رسول ه   : الإشراك به  وعقوق الوالدين  وجلس وكان متكئا  ف : ألا وقول الزور     : فما زال يكررها حتى قلنا ليته سكت . و إسماعيل بن إبراهيم  : حدثنا الجريري   حدثنا عبد الرحمن  .,"['مسدد', 'إسماعيل بن إبراهيم', 'الجريري', 'بشر بن المفضل', 'عبد الرحمن', 'الجريري', 'عبد الرحمن بن أبي بكرة', 'أبيه']"
صحيح البخاري,2474,  تهجد النبي  في بيتي فسمع صوت عباد يصلي في المسجد  ف : يا عائشة  أصوت عباد هذا  قلت : نعم   :  هم ارحم عبادا   .,"['محمد بن عبيد بن ميمون', 'عيسى بن يونس', 'هشام', 'أبيه', 'عائشة']"
صحيح البخاري,2475,    :  النبي  :  إن بلالا يؤذن بليل  فكلوا واشربوا حتى يؤذن  أو  حتى تسمعوا أذان ابن أم مكتوم    وكان ابن أم مكتوم رجلا أعمى  لا يؤذن حتى يقول له الناس أصبحت .,"['مالك بن إسماعيل', 'عبد العزيز بن أبي سلمة', 'ابن شهاب', 'سالم بن عبد ه', 'عبد ه بن عمر']"
صحيح البخاري,2476,     :  قدمت   أقبية  ف لي أبي مخرمة : انطلق بنا إليه عسى أن يعطينا منها شيئا  فقام أبي على الباب فتكلم  فعرف النبي  صوته  فخرج النبي  ومعه قباء وهو يريه محاسنه  وهو يقول : خبأت هذا لك  خبأت هذا لك   .,"['زياد بن يحيى', 'حاتم بن وردان', 'أيوب', 'عبد ه بن أبي مليكة', 'المسور بن مخرمة']"
صحيح البخاري,2477,  رضي ه   عن النبي    :  أليس شهادة المرأة مثل نصف شهادة الرجل  قلن : بلى   : فذلك من نقصان عقلها   .,"['ابن أبي مريم', 'محمد بن جعفر', 'زيد', 'عياض بن عبد ه', 'أبي سعيد الخدري']"
صحيح البخاري,2478,   أو سمعته منه  أنه تزوج أم يحيى بنت أبي إهاب   : فجاءت أمة سوداء  فت : قد أرضعتكما  فذكرت ذلك للنبي   فأعرض عني   : فتنحيت  فذكرت ذلك له   : وكيف وقد زعمت أن قد أرضعتكما  فنهاه ا   .,"['أبو عاصم', 'ابن جريج', 'ابن أبي مليكة', 'عقبة بن الحارث', ' بن عبد ه', 'يحيى بن سعيد', 'ابن جريج', 'ابن أبي مليكة', 'عقبة بن الحارث']"
صحيح البخاري,2479,    :  تزوجت امرأة  فجاءت امرأة  فت : إني قد أرضعتكما  فأتيت النبي   ف : وكيف وقد قيل دعها عنك أو نحوه   .,"['أبو عاصم', 'عمر بن سعيد', 'ابن أبي مليكة', 'عقبة بن الحارث']"
صحيح البخاري,2480,  مثله .,"['فليح', 'أبو الربيع سليمان بن داود', 'هشام بن عروة', 'أحمد', 'فليح بن سليمان', 'عروة', 'ابن شهاب الزهري', 'عائشة', 'عروة بن الزبير', 'وعبد ه بن الزبير', 'فليح', 'وسعيد بن المسيب', 'وعلقمة بن وقاص يثي', 'ربيعة بن أبي عبد الرحمن', 'ويحيى بن سعيد', 'وعبيد ه بن عبد ه بن عتبة', 'عائشة', 'القاسم بن محمد بن أبي بكر']"
صحيح البخاري,2481,    : أثنى رجل على رجل عند النبي   ف : ويلك  قطعت عنق صاحبك  قطعت عنق صاحبك مرارا  ثم  :  من كان منكم مادحا أخاه لا محالة  فليقل أحسب فلانا وه حسيبه  ولا أزكي على ه أحدا أحسبه كذا وكذا إن كان يعلم ذلك منه   .,"['محمد بن سلام', 'عبد الوهاب', 'خالد الحذاء', 'عبد الرحمن بن أبي بكرة', 'أبيه']"
صحيح البخاري,2482,  رضي ه    :  سمع النبي  رجلا يثني على رجل ويطريه في مدحه  ف : أهلكتم أو قطعتم ظهر الرجل   .,"['محمد بن صباح', 'إسماعيل بن زكرياء', 'بريد بن عبد ه', 'أبي بردة', 'أبي موسى']"
صحيح البخاري,2483,     أن رسول ه  عرضه يوم أحد وهو ابن أربع عشرة سنة  فلم يجزني  ثم عرضني يوم الخندق وأنا ابن خمس عشرة سنة  فأجازني   نافع : فقدمت على عمر بن عبد العزيز وهو خليفة  فحدثته هذا الحديث  ف : إن هذا لحد بين الصغير والكبير  وكتب إلى عماله أن يفرضوا لمن بلغ خمس عشرة   .,"['عبيد ه بن سعيد', 'أبو أسامة', 'عبيد ه', 'نافع', 'ابن عمر']"
صحيح البخاري,2484,  رضي ه   يبلغ به النبي    :  غسل يوم الجمعة واجب على كل محتلم   .,"[' بن عبد ه', 'سفيان', 'صفوان بن سليم', 'عطاء بن يسار', 'أبي سعيد الخدري']"
صحيح البخاري,2485,  رضي ه    :  رسول ه  :  حلف على يمين وهو فيها فاجر ليقتطع بها مال امرئ مسلم لقي ه وهو ه غضبان   .  : ف الأشعث بن قيس  في : وه كان ذلك كان بيني وبين رجل من اليهود أرض  فجحدني  فقدمته إلى النبي   ف لي رسول ه  : ألك بينة   : قلت لا   : ف لليهودي : احلف   : قلت يا رسول ه  إذا يحلف ويذهب بمالي   : فأنزل ه تعالى إن الذين يشترون بعهد ه وأيمانهم ثمنا قليلا سورة آل عمران آية 77 إلى آخر الآية .,"['محمد', 'الأشعث بن قيس', 'أبو معاوية', 'الأعمش', 'شقيق', 'عبد ه']"
صحيح البخاري,2486,     أن النبي  قضى باليمين على المدعى ه   .,"['أبو نعيم', 'نافع بن عمر', 'ابن أبي مليكة', 'ابن عباس']"
صحيح البخاري,2487,  خرج إلينا  ف : ما يحدثكم أبو عبد الرحمن  فحدثناه بما   ف : صدق  لفي أنزلت كان بيني وبين رجل خصومة في شيء  فاختصمنا إلى رسول ه   ف : شاهداك أو يمينه  فقلت له : إنه إذا يحلف ولا يبالي  ف النبي  :  من حلف على يمين يستحق بها مالا وهو فيها فاجر  لقي ه  وهو ه غضبان    فأنزل ه تصديق ذلك  ثم اقترأ هذه الآية .,"['عثمان بن أبي شيبة', 'جرير', 'منصور', 'أبي وائل', 'عبد ه', 'الأشعث بن قيس']"
صحيح البخاري,2488,    أن هلال بن أمية قذف امرأته عند النبي  بشريك ابن سحماء  ف النبي  :  البينة أو حد في ظهرك   ف : يا رسول ه  إذا رأى أحدنا على امرأته رجلا ينطلق يلتمس البينة  فجعل يقول : البينة وإلا حد في ظهرك  فذكر حديث عان   .,"['محمد بن بشار', 'ابن أبي عدي', 'هشام', 'عكرمة', 'ابن عباس']"
صحيح البخاري,2489,  رضي ه    :  رسول ه  :  ثلاثة لا يكلمهم ه ولا ينظر إليهم ولا يزكيهم ولهم عذاب أليم : رجل على فضل ماء بطريق يمنع منه ابن السبيل  ورجل بايع رجلا لا يبايعه إلا للدنيا فإن أعطاه ما يريد وفى له وإلا لم يف له  ورجل ساوم رجلا بسلعة بعد العصر فحلف به لقد أعطى بها كذا وكذا فأخذها   .,"[' بن عبد ه', 'جرير بن عبد الحميد', 'الأعمش', 'أبي صالح', 'أبي هريرة']"
صحيح البخاري,2490,  رضي ه   عن النبي    :  من حلف على يمين ليقتطع بها مالا لقي ه وهو ه غضبان   .,"['موسى بن إسماعيل', 'عبد الواحد', 'الأعمش', 'أبي وائل', 'ابن مسعود']"
صحيح البخاري,2491,  رضي ه    أن النبي  عرض على قوم اليمين فأسرعوا  فأمر أن يسهم بينهم في اليمين أيهم يحلف   .,"['إسحاق بن نصر', 'عبد الرزاق', 'معمر', 'همام', 'أبي هريرة']"
صحيح البخاري,2492,    يقول :  أقام رجل سلعته  فحلف به لقد أعطى بها ما لم يعطها  فنزلت : إن الذين يشترون بعهد ه وأيمانهم ثمنا قليلا سورة آل عمران آية 77   . و ابن أبي أوفى الناجش : آكل ربا خائن .,"['إسحاق', 'يزيد بن هارون', 'العوام', 'إبراهيم أبو إسماعيل السكسكي', 'عبد ه بن أبي أوفى']"
صحيح البخاري,2493,  رضي ه   عن النبي    :  من حلف على يمين كاذبا ليقتطع مال رجل أو  أخيه لقي ه وهو ه غضبان    وأنزل ه  تصديق ذلك في القرآن إن الذين يشترون بعهد ه وأيمانهم ثمنا قليلا سورة آل عمران آية 77 . فلقيني الأشعث   ف : ما حدثكم عبد ه اليوم قلت كذا وكذا   : في أنزلت .,"['بشر بن خالد', 'الأشعث', 'محمد بن جعفر', 'شعبة', 'سليمان', 'أبي وائل', 'عبد ه']"
صحيح البخاري,2494,   يقول : جاء رجل إلى رسول ه   فإذا هو يسأله عن الإسلام  ف رسول ه  :  خمس صلوات في اليوم ويلة  ف : هل  غيرها   : لا  إلا أن تطوع  ف رسول ه  : وصيام شهر رمضان   : هل  غيره   : لا  إلا أن تطوع   : وذكر له رسول ه  الزكاة   : هل  غيرها   : لا  إلا أن تطوع  فأدبر الرجل  وهو يقول : وه لا أزيد على هذا ولا أنقص   رسول ه  : أفلح إن صدق   .,"['إسماعيل بن عبد ه', 'مالك', 'أبي سهيل بن مالك', 'أبيه', 'طلحة بن عبيد ه']"
صحيح البخاري,2495,  رضي ه   أن النبي    :  من كان حالفا فليحلف به أو ليصمت   .,"['موسى بن إسماعيل', 'جويرية', 'نافع', 'عبد ه']"
صحيح البخاري,2496,  رضي ه ا  أن رسول ه    :  إنكم تختصمون إلي ولعل بعضكم ألحن بحجته من بعض  فمن قضيت له بحق أخيه شيئا بقوله فإنما أقطع له قطعة من النار  فلا يأخذها   .,"['عبد ه بن مسلمة', 'مالك', 'هشام بن عروة', 'أبيه', 'زينب', 'أم سلمة']"
صحيح البخاري,2497,   أن هرقل   له : سألتك  ماذا يأمركم  فزعمت أنه  أمركم بالصلاة والصدق والعفاف والوفاء بالعهد وأداء الأمانة     : وهذه صفة نبي .,"['إبراهيم بن حمزة', 'إبراهيم بن سعد', 'صالح', 'ابن شهاب', 'عبيد ه بن عبد ه', 'عبد ه بن عباس', 'أبو سفيان']"
صحيح البخاري,2498,  رضي ه   أن رسول ه    :  آية المنافق ثلاث : إذا حدث كذب  وإذا اؤتمن خان  وإذا وعد أخلف   .,"['قتيبة بن سعيد', 'إسماعيل بن جعفر', 'أبي سهيل نافع بن مالك بن أبي عامر', 'أبيه', 'أبي هريرة']"
صحيح البخاري,2499,     :  لما مات النبي  جاء أبا بكر مال من قبل العلاء بن الحضرمي  ف أبو بكر : من كان له   دين أو كانت له قبله عدة فليأتنا .  جابر : فقلت : وعدني رسول ه  أن يعطيني هكذا وهكذا وهكذا  فبسط يديه ثلاث مرات .  جابر : فعد في يدي خمس مائة  ثم خمس مائة  ثم خمس مائة   .,"['إبراهيم بن موسى', 'هشام', 'ابن جريج', 'عمرو بن دينار', 'محمد بن ', 'جابر بن عبد ه']"
صحيح البخاري,2500,   ف : قضى أكثرهما  وأطيبهما إن رسول ه  إذا  فعل   .,"['محمد بن عبد الرحيم', 'سعيد بن سليمان', 'مروان بن شجاع', 'سالم الأفطس', 'سعيد بن جبير', 'ابن عباس']"
صحيح البخاري,2501,    : يا معشر المسلمين  كيف تسألون أهل الكتاب  وكتابكم الذي أنزل على نبيه  أحدث الأخبار به تقرءونه لم يشب  وقد حدثكم ه أن أهل الكتاب بدلوا ما كتب ه  وغيروا بأيديهم الكتاب  فوا : هو من عند ه  ليشتروا به ثمنا قليلا  أفلا ينهاكم ما جاءكم من العلم عن مساءلتهم  ولا وه ما رأينا منهم رجلا قط يسألكم عن الذي أنزل كم   .,"['يحيى بن بكير', 'يث', 'يونس', 'ابن شهاب', 'عبيد ه بن عبد ه بن عتبة', 'عبد ه بن عباس']"
صحيح البخاري,2502,    يقول :  النبي  :  مثل المدهن في حدود ه والواقع فيها  مثل قوم استهموا سفينة  فصار بعضهم في أسفلها وصار بعضهم في أعلاها  فكان الذي في أسفلها يمرون بالماء على الذين في أعلاها فتأذوا به  فأخذ فأسا  فجعل ينقر أسفل السفينة  فأتوه  فوا : ما لك   : تأذيتم بي  ولا بد لي من الماء  فإن أخذوا على يديه أنجوه ونجوا أنفسهم  وإن تركوه أهلكوه وأهلكوا أنفسهم   .,"['عمر بن حفص بن غياث', 'أبي', 'الأعمش', 'الشعبي', 'النعمان بن بشير']"
صحيح البخاري,2503,    أن أم العلاء امرأة من نسائهم قد بايعت النبي   أخبرته أن عثمان بن مظعون طار له سهمه في السكنى حين أقرعت الأنصار سكنى المهاجرين  ت أم العلاء : فسكن عندنا عثمان بن مظعون  فاشتكى  فمرضناه حتى إذا توفي وجعلناه في ثيابه  دخل نا رسول ه   فقلت : رحمة ه ك أبا السائب  فشهادتي ك لقد أكرمك ه  ف لي النبي  : وما يدريك أن ه أكرمه  فقلت : لا أدري  بأبي أنت وأمي يا رسول ه  ف رسول ه  : أما عثمان فقد جاءه وه اليقين  وإني لأرجو له الخير  وه ما أدري  وأنا رسول ه ما يفعل به  ت : فوه لا أزكي أحدا بعده أبدا  وأحزنني ذلك  ت : فنمت فأريت لعثمان عينا تجري  فجئت إلى رسول ه  فأخبرته  ف : ذاك عمله   .,"['أبو اليمان', 'شعيب', 'الزهري', 'خارجة بن زيد الأنصاري']"
صحيح البخاري,2504, زوج النبي   تبتغي بذلك رضا رسول ه    .,"['محمد بن مقاتل', 'عبد ه', 'يونس', 'الزهري', 'عروة', 'عائشة']"
صحيح البخاري,2505,  رضي ه   أن رسول ه    :  لو يعلم الناس ما في النداء والصف الأول  ثم لم يجدوا إلا أن يستهموا ه لاستهموا  ولو يعلمون ما في التهجير لاستبقوا إليه  ولو يعلمون ما في العتمة والصبح لأتوهما ولو حبوا   .,"['إسماعيل', 'مالك', 'سمي', 'أبي صالح', 'أبي هريرة']"
صحيح البخاري,2506,  رضي ه    أن أناسا من بني عمرو بن عوف كان بينهم شيء  فخرج إليهم النبي  في أناس من أصحابه يصلح بينهم  فحضرت الصلاة ولم يأت النبي   فجاء بلال فأذن بلال بالصلاة ولم يأت النبي   فجاء إلى أبي بكر  ف : إن النبي  حبس وقد حضرت الصلاة  فهل لك أن تؤم الناس  ف : نعم  إن شئت  فأقام الصلاة  فتقدم أبو بكر  ثم جاء النبي  يمشي في الصفوف حتى قام في الصف الأول  فأخذ الناس بالتصفيح حتى أكثروا  وكان أبو بكر لا يكاد يلتفت في الصلاة  فالتفت  فإذا هو بالنبي  وراءه  فأشار إليه بيده  فأمره أن يصلي كما هو  فرفع أبو بكر يده فحمد ه وأثنى ه  ثم رجع القهقرى وراءه حتى دخل في الصف  وتقدم النبي  ف بالناس  فلما فرغ أقبل على الناس  ف : يا أيها الناس إذا نابكم شيء في صلاتكم أخذتم بالتصفيح  إنما التصفيح للنساء  من نابه شيء في صلاته فليقل سبحان ه  فإنه لا يسمعه أحد إلا التفت يا أبا بكر  ما منعك حين أشرت إليك لم تصل بالناس  ف : ما كان ينبغي لابن أبي قحافة أن يصلي بين يدي النبي    .,"['سعيد بن أبي مريم', 'أبو غسان', 'أبو حازم', 'سهل بن سعد']"
صحيح البخاري,2507,  رضي ه    :  قيل للنبي  : لو أتيت عبد ه بن أبي  فانطلق إليه النبي  وركب حمارا  فانطلق المسلمون يمشون معه وهي أرض سبخة  فلما أتاه النبي   ف : إليك عني  وه لقد آذاني نتن حمارك  ف رجل من الأنصار منهم : وه لحمار رسول ه  أطيب ريحا منك  فغضب لعبد ه رجل من قومه فشتمه  فغضب لكل واحد منهما أصحابه  فكان بينهما ضرب بالجريد والأيدي والنعال   فبلغنا أنها أنزلت وإن طائفتان من المؤمنين اقتتلوا فأصلحوا بينهما  9   .,"['مسدد', 'معتمر', 'أبي', 'أنسا']"
صحيح البخاري,2508,  أخبرته  أنها سمعت رسول ه   يقول :  ليس الكذاب الذي يصلح بين الناس فينمي خيرا أو يقول خيرا  .,"['عبد العزيز بن عبد ه', 'إبراهيم بن سعد', 'صالح', 'ابن شهاب', 'حميد بن عبد الرحمن', 'أم كلثوم بنت عقبة']"
صحيح البخاري,2509,  رضي ه   أن أهل قباء اقتتلوا حتى تراموا بالحجارة  فأخبر رسول ه  بذلك  ف :  اذهبوا بنا نصلح بينهم   .,"['محمد بن عبد ه', 'عبد العزيز بن عبد ه الأويسي', 'وإسحاق بن محمد الفروي', 'محمد بن جعفر', 'أبي حازم', 'سهل بن سعد']"
صحيح البخاري,2510,  رضي ه ا  وإن امرأة خافت من بعلها نشوزا أو إعراضا  128  ت :  هو الرجل يرى من امرأته ما لا يعجبه كبرا أو غيره فيريد فراقها  فتقول : أمسكني  واقسم لي ما شئت  ت : فلا بأس إذا تراضيا   .,"['قتيبة بن سعيد', 'سفيان', 'هشام بن عروة', 'أبيه', 'عائشة']"
صحيح البخاري,2511,    ا : جاء أعرابي  ف  يا رسول ه  اقض بيننا بكتاب ه  فقام خصمه  ف : صدق  اقض بيننا بكتاب ه  ف الأعرابي : إن ابني كان عسيفا على هذا فزنى بامرأته  فوا لي : على ابنك الرجم  ففديت ابني منه بمائة من الغنم ووليدة  ثم سألت أهل العلم  فوا : إنما على ابنك جلد مائة وتغريب عام  ف النبي  : لأقضين بينكما بكتاب ه  أما الوليدة والغنم فرد ك وعلى ابنك جلد مائة وتغريب عام  وأما أنت يا أنيس لرجل فاغد على امرأة هذا فارجمها  فغدا ها أنيس فرجمها   .,"['آدم', 'ابن أبي ذئب', 'الزهري', 'عبيد ه بن عبد ه', 'أبي هريرة', 'وزيد بن خالد الجهني']"
صحيح البخاري,2512,  رضي ه ا  ت :  رسول ه  :  من أحدث في أمرنا هذا ما ليس فيه فهو رد   . رواه عبد ه بن جعفر المخرمي   وعبد الواحد بن أبي عون   عن سعد بن إبراهيم  .,"['يعقوب', 'عبد ه بن جعفر المخرمي', 'وعبد الواحد بن أبي عون', 'إبراهيم بن سعد', 'سعد بن إبراهيم', 'أبيه', 'القاسم بن محمد', 'عائشة']"
صحيح البخاري,2513,     :  لما صالح رسول ه  أهل الحديبية كتب  بن أبي طالب بينهم كتابا  فكتب محمد رسول ه  ف المشركون : لا تكتب محمد رسول ه  لو كنت رسولا لم نقاتلك  ف ل : امحه  ف  : ما أنا بالذي أمحاه  فمحاه رسول ه  بيده  وصالحهم على أن يدخل هو وأصحابه ثلاثة أيام  ولا يدخلوها إلا بجلبان السلاح  فسألوه ما جلبان السلاح  ف : القراب بما فيه   .,"['محمد بن بشار', 'غندر', 'شعبة', 'أبي إسحاق', 'البراء بن عازب']"
صحيح البخاري,2514,  رضي ه    :  اعتمر النبي  في ذي القعدة  فأبى أهل مكة أن يدعوه يدخل مكة حتى قاضاهم على أن يقيم بها ثلاثة أيام  فلما كتبوا الكتاب كتبوا هذا ما قاضى ه محمد رسول ه  فوا : لا نقر بها  فلو نعلم أنك رسول ه ما منعناك  لكن أنت محمد بن عبد ه   : أنا رسول ه  وأنا محمد بن عبد ه  ثم  ل : امح رسول ه   : لا  وه لا أمحوك أبدا  فأخذ رسول ه  الكتاب  فكتب هذا ما قاضى ه محمد بن عبد ه لا يدخل مكة سلاح إلا في القراب  وأن لا يخرج من أهلها بأحد إن أراد أن يتبعه  وأن لا يمنع أحدا من أصحابه أراد أن يقيم بها  فلما دخلها ومضى الأجل أتوا ا  فوا : قل لصاحبك اخرج عنا فقد مضى الأجل  فخرج النبي   فتبعتهم ابنة حمزة  يا عم  يا عم  فتناولها  بن أبي طالب رضي ه   فأخذ بيدها  و لفاطمة ها السلام : دونك ابنة عمك حملتها فاختصم فيها   وزيد  وجعفر  ف  : أنا أحق بها وهي ابنة عمي  و جعفر : ابنة عمي وخالتها تحتي  و زيد : ابنة أخي  فقضى بها النبي  لخالتها  و : الخالة بمنزلة الأم  و ل : أنت مني وأنا منك  و لجعفر : أشبهت خلقي وخلقي  و لزيد : أنت أخونا ومولانا   .,"['عبيد ه بن موسى', 'إسرائيل', 'أبي إسحاق', 'البراء بن عازب']"
صحيح البخاري,2515,    أن رسول ه   خرج معتمرا  فحال كفار قريش بينه وبين البيت  فنحر هديه  وحلق رأسه بالحديبية  وقاضاهم على أن يعتمر العام المقبل  ولا يحمل سلاحا هم إلا سيوفا  ولا يقيم بها إلا ما أحبوا  فاعتمر من العام المقبل فدخلها كما كان صالحهم  فلما أقام بها ثلاثا أمروه أن يخرج  فخرج   .,"['محمد بن رافع', 'سريج بن النعمان', 'فليح', 'نافع', 'ابن عمر']"
صحيح البخاري,2516,    : انطلق عبد ه بن سهل  ومحيصة بن مسعود بن زيد إلى خيبر  وهي يومئذ صلح   .,"['مسدد', 'بشر', 'يحيى', 'بشير بن يسار', 'سهل بن أبي حثمة']"
صحيح البخاري,2517,  حدثهم  أن الربيع وهي ابنة النضر كسرت ثنية جارية  فطلبوا الأرش  وطلبوا العفو  فأبوا  فأتوا النبي   فأمرهم بالقصاص  ف أنس بن النضر : أتكسر ثنية الربيع يا رسول ه  لا  والذي بعثك بالحق لا تكسر ثنيتها  ف : يا أنس  كتاب ه القصاص  فرضي القوم وعفوا  ف النبي  :  إن من عباد ه من لو أقسم على ه لأبره   . زاد الفزاري   عن حميد   عن أنس   فرضي القوم وقبلوا الأرش .,"['الفزاري', 'محمد بن عبد ه الأنصاري', 'حميد', 'حميد', 'أنس', 'أنسا']"
صحيح البخاري,2518,   يقول :  استقبل وه الحسن بن  معاوية بكتائب أمثال الجبال  ف عمرو بن العاص : إني لأرى كتائب لا تولي حتى تقتل أقرانها  ف له معاوية : وكان وه خير الرجلين  أي عمرو إن قتل هؤلاء هؤلاء وهؤلاء هؤلاء من لي بأمور الناس من لي بنسائهم من لي بضيعتهم  فبعث إليه رجلين من قريش من بني عبد شمس : عبد الرحمن بن سمرة  وعبد ه بن عامر بن كريز  ف : اذهبا إلى هذا الرجل فاعرضا ه  وقولا له  واطلبا إليه  فأتياه  فدخلا ه فتكلما وا له فطلبا إليه  ف لهما الحسن بن  : إنا بنو عبد المطلب قد أصبنا من هذا المال  وإن هذه الأمة قد عاثت في دمائها  ا : فإنه يعرض ك كذا وكذا  ويطلب إليك ويسألك   : فمن لي بهذا  ا : نحن لك به  فما سألهما شيئا إلا ا نحن لك به  فصالحه  ف الحسن : ولقد سمعت أبا بكرة  يقول : رأيت رسول ه  على المنبر  والحسن بن  إلى جنبه  وهو يقبل على الناس مرة وه أخرى  ويقول : إن ابني هذا سيد  ولعل ه أن يصلح به بين فئتين عظيمتين من المسلمين   .  أبو عبد ه :  لي  بن عبد ه : إنما ثبت لنا سماع الحسن من أبي بكرة بهذا الحديث .,"['عبد ه بن محمد', 'سفيان', 'أبي موسى', 'الحسن']"
